Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0,100;139;;1000rounds;Yes;Yes;2;0,65949;0,90886;0,00000;0,30071;1,56836;Atlas3@44;KLH@45;0.725620106089855;1.0;0.6594906903659842;0.9088649623006974;0.6594906903659842;0.0;0.0;0.0;0.6594906903659842;0.9088649623006974;Laptop-A-prof1.xml;Laptop-A-prof2.xml
0,395;496;;1000rounds;Yes;Yes;2;0,62039;0,62039;0,00000;0,05021;1,24077;PonPokoAgent@46;KLH@47;0.8740242984783759;0.874024298478376;0.6203867584114916;0.6203867584114917;0.6203867584114916;0.0;0.0;0.0;0.6203867584114916;0.6203867584114917;Laptop-A-prof1.xml;Laptop-A-prof2.xml
0,097;94;;1000rounds;Yes;Yes;2;0,76427;0,93763;0,00000;0,00000;1,70190;boa-negotiator.boaframework.offeringstrategy.anac2012.CUHKAgent_Offering-negotiator.boaframework.acceptanceconditions.other.AC_Uncertain-C..Desarrollo.Master.OpponentModel.out.production.OpponentModel.es.upv.opponentmodel.PracticeSimpleFrequencyModel_delta-negotiator.boaframework.omstrategy.BestBid_t@48;Atlas3@49;1.0;0.8151053951696905;0.9376314763761695;0.764268475075138;0.9376314763761695;0.764268475075138;0.0;0.0;0.9376314763761695;0.764268475075138;Laptop-A-prof1.xml;Laptop-A-prof2.xml
;2;Session genius.core.session.Session@7cc1bb88 failed: Failed to execute protocol: Execution failed of Atlas3@51:java.lang.NullPointerException: null:[boa-negotiator.boaframework.offeringstrategy.anac2012.CUHKAgent_Offering-negotiator.boaframework.acceptanceconditions.other.AC_Uncertain-C..Desarrollo.Master.OpponentModel.out.production.OpponentModel.es.upv.opponentmodel.JaidenMeidenModel_delta_multa-negotiator.boaframework.omstrategy.BestBid_t, agents.anac.y2015.Atlas3.Atlas3];1000rounds;No;;0;;;;;;boa-negotiator.boaframework.offeringstrategy.anac2012.CUHKAgent_Offering-negotiator.boaframework.acceptanceconditions.other.AC_Uncertain-C..Desarrollo.Master.OpponentModel.out.production.OpponentModel.es.upv.opponentmodel.JaidenMeidenModel_delta_multa-negotiator.boaframework.omstrategy.BestBid_t;Atlas3;0.5;0.5;0.5;0.5;;;;;;;Laptop-A-prof1;Laptop-A-prof2
0,003;4;;1000rounds;Yes;Yes;2;0,72411;0,99792;0,00000;0,33018;1,72204;TheFawkes@52;Atlas3@53;0.725620106089855;1.0;0.724114293477099;0.9979247920501122;0.0;0.9979247920501122;0.0;0.0;0.724114293477099;0.9979247920501122;Laptop-A-prof1.xml;Laptop-A-prof2.xml
0,083;94;;1000rounds;Yes;Yes;2;0,76427;0,93763;0,00000;0,00000;1,70190;KLH@54;Atlas3@55;1.0;0.8151053951696905;0.9376314763761695;0.764268475075138;0.0;0.764268475075138;0.0;0.0;0.9376314763761695;0.764268475075138;Laptop-A-prof1.xml;Laptop-A-prof2.xml
0,070;68;;1000rounds;Yes;Yes;2;0,83440;0,83440;0,00000;0,13277;1,66880;Atlas3@56;Atlas3@57;0.8740242984783759;0.874024298478376;0.8344006728723686;0.8344006728723687;0.8344006728723686;0.8344006728723687;0.0;0.0;0.8344006728723686;0.8344006728723687;Laptop-A-prof1.xml;Laptop-A-prof2.xml
0,100;96;;1000rounds;Yes;Yes;2;0,76321;0,93633;0,00000;0,00000;1,69954;PonPokoAgent@58;Atlas3@59;1.0;0.8151053951696905;0.9363338404438909;0.7632107650257716;0.9363338404438909;0.7632107650257716;0.0;0.0;0.9363338404438909;0.7632107650257716;Laptop-A-prof1.xml;Laptop-A-prof2.xml
0,439;330;;1000rounds;Yes;Yes;2;0,67814;0,74940;0,00000;0,00000;1,42754;boa-negotiator.boaframework.offeringstrategy.anac2012.CUHKAgent_Offering-negotiator.boaframework.acceptanceconditions.other.AC_Uncertain-C..Desarrollo.Master.OpponentModel.out.production.OpponentModel.es.upv.opponentmodel.PracticeSimpleFrequencyModel_delta-negotiator.boaframework.omstrategy.BestBid_t@60;PonPokoAgent@61;0.851647611783233;0.9411329008630686;0.6781410029562974;0.7493954077674266;0.6781410029562974;0.7493954077674266;0.0;0.0;0.6781410029562974;0.7493954077674266;Laptop-A-prof1.xml;Laptop-A-prof2.xml
;2;Session genius.core.session.Session@3a45e144 failed: Failed to execute protocol: Execution failed of PonPokoAgent@63:java.lang.NullPointerException: null:[boa-negotiator.boaframework.offeringstrategy.anac2012.CUHKAgent_Offering-negotiator.boaframework.acceptanceconditions.other.AC_Uncertain-C..Desarrollo.Master.OpponentModel.out.production.OpponentModel.es.upv.opponentmodel.JaidenMeidenModel_delta_multa-negotiator.boaframework.omstrategy.BestBid_t, agents.anac.y2017.ponpokoagent.PonPokoAgent];1000rounds;No;;0;;;;;;boa-negotiator.boaframework.offeringstrategy.anac2012.CUHKAgent_Offering-negotiator.boaframework.acceptanceconditions.other.AC_Uncertain-C..Desarrollo.Master.OpponentModel.out.production.OpponentModel.es.upv.opponentmodel.JaidenMeidenModel_delta_multa-negotiator.boaframework.omstrategy.BestBid_t;PonPokoAgent;0.5;0.5;0.5;0.5;;;;;;;Laptop-A-prof1;Laptop-A-prof2
0,003;4;;1000rounds;Yes;Yes;2;0,84988;0,93918;0,00000;0,19425;1,78906;TheFawkes@64;PonPokoAgent@65;0.851647611783233;0.9411329008630686;0.8498802658887574;0.9391798543852965;0.0;0.9391798543852965;0.0;0.0;0.8498802658887574;0.9391798543852965;Laptop-A-prof1.xml;Laptop-A-prof2.xml
0,352;484;;1000rounds;Yes;Yes;2;0,60955;0,67359;0,00000;0,00000;1,28314;KLH@66;PonPokoAgent@67;0.851647611783233;0.9411329008630686;0.6095477004710688;0.6735947915800213;0.0;0.6735947915800213;0.0;0.0;0.6095477004710688;0.6735947915800213;Laptop-A-prof1.xml;Laptop-A-prof2.xml
0,054;76;;1000rounds;Yes;Yes;2;0,80855;0,89350;0,00000;0,18481;1,70205;Atlas3@68;PonPokoAgent@69;0.851647611783233;0.9411329008630686;0.8085469401436031;0.8935035063011356;0.8085469401436031;0.8935035063011356;0.0;0.0;0.8085469401436031;0.8935035063011356;Laptop-A-prof1.xml;Laptop-A-prof2.xml
0,397;575;;1000rounds;Yes;Yes;2;0,58736;0,58736;0,00000;0,04754;1,17472;PonPokoAgent@70;PonPokoAgent@71;0.8740242984783759;0.874024298478376;0.5873607308844849;0.5873607308844849;0.5873607308844849;0.5873607308844849;0.0;0.0;0.5873607308844849;0.5873607308844849;Laptop-A-prof1.xml;Laptop-A-prof2.xml
